Hole pair | r_1 | r_2 
C2C3 | 0.0 
C2C4 | 0.0 
C2C5 | 0.0 
C2C6 | 0.0 
C2C7 | 0.0 
C2C8 | 0.0 
C2C9 | 0.0 
C2CT | 0.0 
C2CJ | 0.0 
C2CQ | 0.0 
C2CK | 0.0 
C2CA | 0.0 
C2D2 | 0.0 
C2D3 | 0.0 
C2D4 | 0.0 
C2D5 | 0.0 
C2D6 | 0.0 
C2D7 | 0.0 
C2D8 | 0.0 
C2D9 | 0.0 
C2DT | 0.0 
C2DJ | 0.0 
C2DQ | 0.0 
C2DK | 0.0 
C2DA | 0.0 
C2H2 | 0.0 
C2H3 | 0.0 
C2H4 | 0.0 
C2H5 | 0.0 
C2H6 | 0.0 
C2H7 | 0.0 
C2H8 | 0.0 
C2H9 | 0.0 
C2HT | 0.0 
C2HJ | 0.0 
C2HQ | 0.0 
C2HK | 0.0 
C2HA | 0.0 
C2S2 | 0.0 
C2S3 | 0.0 
C2S4 | 0.0 
C2S5 | 0.0 
C2S6 | 0.0 
C2S7 | 0.0 
C2S8 | 0.0 
C2S9 | 0.0 
C2ST | 0.0 
C2SJ | 0.0 
C2SQ | 0.0 
C2SK | 0.0 
C2SA | 0.0 
C3C4 | 0.0 
C3C5 | 0.0 
C3C6 | 0.0 
C3C7 | 0.0 
C3C8 | 0.0 
C3C9 | 0.0011816189429298266 
C3CT | 0.001056184041607146 
C3CJ | 0.0 
C3CQ | 0.0015896058490271541 
C3CK | 0.0031792116980543083 
C3CA | 0.0 
C3D2 | 0.0 
C3D3 | 0.0031792116980543083 
C3D4 | 0.0 
C3D5 | 0.0 
C3D6 | 0.0 
C3D7 | 0.0 
C3D8 | 0.0 
C3D9 | 0.0011816189429298268 
C3DT | 0.001056184041607146 
C3DJ | 0.0005563397073535845 
C3DQ | 0.0015896058490271541 
C3DK | 0.0031792116980543083 
C3DA | 0.0 
C3H2 | 0.0 
C3H3 | 0.0031792116980543083 
C3H4 | 0.0 
C3H5 | 0.0 
C3H6 | 0.0 
C3H7 | 0.0 
C3H8 | 0.0 
C3H9 | 0.0011816189429298266 
C3HT | 0.001056184041607146 
C3HJ | 0.0005563397073535848 
C3HQ | 0.0015896058490271541 
C3HK | 0.0031792116980543083 
C3HA | 0.0 
C3S2 | 0.0 
C3S3 | 0.0031792116980543083 
C3S4 | 0.0 
C3S5 | 0.0 
C3S6 | 0.0 
C3S7 | 0.0 
C3S8 | 0.0 
C3S9 | 0.0 
C3ST | 0.001056184041607146 
C3SJ | 0.0005563397073535848 
C3SQ | 0.0015896058490271541 
C3SK | 0.0031792116980543083 
C3SA | 0.0 
C4C5 | 0.0 
C4C6 | 0.0 
C4C7 | 0.0 
C4C8 | 0.0 
C4C9 | 0.0011795957496101004 
C4CT | 0.0010561631113282148 
C4CJ | 0.0 
C4CQ | 0.0015896058490271541 
C4CK | 0.0031792116980543083 
C4CA | 0.0 
C4D2 | 0.0 
C4D3 | 0.0 
C4D4 | 0.002092582333975233 
C4D5 | 0.0 
C4D6 | 0.0 
C4D7 | 0.0 
C4D8 | 0.0 
C4D9 | 0.0011795957496101004 
C4DT | 0.0010561631113282148 
C4DJ | 0.0006104157288274036 
C4DQ | 0.0015896058490271541 
C4DK | 0.0031792116980543083 
C4DA | 0.0 
C4H2 | 0.0 
C4H3 | 0.0 
C4H4 | 0.0020925823339752324 
C4H5 | 0.0 
C4H6 | 0.0 
C4H7 | 0.0 
C4H8 | 0.0 
C4H9 | 0.0011795957496101004 
C4HT | 0.0010561631113282148 
C4HJ | 0.0006104157288274039 
C4HQ | 0.0015896058490271541 
C4HK | 0.0031792116980543083 
C4HA | 0.0 
C4S2 | 0.0 
C4S3 | 0.0 
C4S4 | 0.002092582333975233 
C4S5 | 0.0 
C4S6 | 0.0 
C4S7 | 0.0 
C4S8 | 0.0 
C4S9 | 0.0 
C4ST | 0.0010561631113282148 
C4SJ | 0.0006104157288274039 
C4SQ | 0.0015896058490271541 
C4SK | 0.0031792116980543083 
C4SA | 0.0 
C5C6 | 0.0 
C5C7 | 0.0 
C5C8 | 0.0 
C5C9 | 0.001184428495178203 
C5CT | 0.001058040377537976 
C5CJ | 0.0 
C5CQ | 0.0 
C5CK | 0.0031792116980543083 
C5CA | 0.0 
