Sums: 484.65188728135234, 271.70111246987835 
CTCQS3CKSKHole pair | V_1 | V_2
C9S9 | -0.1604600672081576 | 3.203405156685566 
C9H9 | -0.16046006720815764 | 3.2034051566855655 
C9D9 | -0.1604600672081577 | 3.203405156685566 
D7H7 | -0.16190903695379805 | 1.2852325388660781 
D7S7 | -0.16190903695379813 | 1.2852325388660781 
H7S7 | -0.16190903695379813 | 1.2852325388660781 
C6D6 | -0.16400189899697099 | 1.2239947632208985 
C6H6 | -0.16400189899697099 | 1.2239947632208983 
C6S6 | -0.16400189899697104 | 1.2239947632208983 
D8H8 | -0.1805175756091772 | 3.327118734631976 
D8S8 | -0.18051757560917725 | 3.327118734631976 
H8S8 | -0.18051757560917725 | 3.327118734631976 
C5S5 | -0.19289873711237782 | 1.209030820394395 
C5D5 | -0.19289873711237784 | 1.2090308203943947 
C5H5 | -0.19289873711237787 | 1.209030820394395 
D6H6 | -0.1962596467623116 | 1.212422565177467 
D6S6 | -0.1962596467623116 | 1.2124225651774667 
H6S6 | -0.19625964676231164 | 1.212422565177467 
C4S4 | -0.2225538022008411 | 1.1924122004144888 
C4D4 | -0.22255380220084114 | 1.192412200414489 
C4H4 | -0.22255380220084114 | 1.1924122004144888 
D5H5 | -0.22587363829439666 | 1.1959850439095117 
D5S5 | -0.22587363829439666 | 1.1959850439095117 
H5S5 | -0.22587363829439666 | 1.1959850439095114 
C7H7 | -0.2280801922825599 | 2.7938274293781657 
C7S7 | -0.22808019228255993 | 2.7938274293781657 
C7D7 | -0.22808019228256 | 2.7938274293781657 
D4S4 | -0.25622224808742233 | 1.1781027219335127 
D4H4 | -0.2562222480874224 | 1.1781027219335127 
H4S4 | -0.2562222480874224 | 1.1781027219335125 
D9H9 | -0.26184568338570785 | 3.0590028046827475 
D9S9 | -0.2618456833857079 | 3.059002804682748 
H9S9 | -0.2618456833857079 | 3.059002804682748 
C2DQ | -0.28034386698740565 | 0.78197779584555 
C2HQ | -0.28034386698740577 | 0.78197779584555 
C2SQ | -0.2803438669874059 | 0.78197779584555 
D4DQ | -0.2824971374691761 | 0.7765205384535326 
D4HQ | -0.28249713746917615 | 0.7765205384535325 
DQH4 | -0.28249713746917615 | 0.7765205384535326 
DQS4 | -0.28249713746917615 | 0.7765205384535327 
HQS4 | -0.28249713746917615 | 0.7765205384535325 
H4HQ | -0.28249713746917626 | 0.7765205384535325 
D4SQ | -0.2824971374691764 | 0.7765205384535326 
S4SQ | -0.2824971374691764 | 0.7765205384535327 
H4SQ | -0.28249713746917643 | 0.7765205384535325 
HQS5 | -0.2825125330603709 | 0.7764757047208426 
DQH5 | -0.28251253306037094 | 0.7764757047208426 
DQS5 | -0.28251253306037094 | 0.7764757047208426 
S5SQ | -0.28251253306037094 | 0.7764757047208425 
D5DQ | -0.28251253306037105 | 0.7764757047208426 
D5HQ | -0.28251253306037105 | 0.7764757047208426 
H5HQ | -0.28251253306037105 | 0.7764757047208426 
H5SQ | -0.28251253306037105 | 0.7764757047208426 
D5SQ | -0.2825125330603712 | 0.7764757047208426 
H6HQ | -0.28253302726592233 | 0.7764299852750982 
HQS6 | -0.2825330272659224 | 0.7764299852750984 
D6DQ | -0.28253302726592244 | 0.7764299852750984 
D6HQ | -0.28253302726592244 | 0.7764299852750983 
DQH6 | -0.28253302726592244 | 0.7764299852750983 
DQS6 | -0.28253302726592244 | 0.7764299852750983 
S6SQ | -0.28253302726592244 | 0.7764299852750982 
H6SQ | -0.28253302726592255 | 0.7764299852750983 
D6SQ | -0.2825330272659226 | 0.7764299852750984 
C4DQ | -0.2888506010555074 | 0.7824004984584298 
C4HQ | -0.2888506010555075 | 0.78240049845843 
C4SQ | -0.2888506010555076 | 0.7824004984584298 
C5DQ | -0.28886866792616683 | 0.7823569156023411 
C5HQ | -0.28886866792616694 | 0.7823569156023411 
C5SQ | -0.288868667926167 | 0.7823569156023412 
C6DQ | -0.2890523285086585 | 0.7823385949049637 
C6HQ | -0.28905232850865853 | 0.7823385949049638 
C6SQ | -0.2890523285086586 | 0.7823385949049637 
C7DQ | -0.2906338524654326 | 0.7857007017111839 
C7HQ | -0.2906338524654326 | 0.785700701711184 
C7SQ | -0.29063385246543283 | 0.7857007017111841 
C9DQ | -0.2920335616731248 | 0.7882638640862399 
C9HQ | -0.2920335616731249 | 0.78826386408624 
C9SQ | -0.2920335616731249 | 0.78826386408624 
DQS2 | -0.2925099923830198 | 0.7785795770155164 
H2HQ | -0.2925099923830198 | 0.7785795770155163 
HQS2 | -0.2925099923830198 | 0.7785795770155164 
D2DQ | -0.29250999238301983 | 0.7785795770155163 
D2HQ | -0.2925099923830199 | 0.7785795770155164 
DQH2 | -0.2925099923830199 | 0.7785795770155164 
D2SQ | -0.29250999238301995 | 0.7785795770155164 
H2SQ | -0.29250999238301995 | 0.7785795770155164 
S2SQ | -0.29250999238302 | 0.7785795770155164 
HQS7 | -0.29758059142693927 | 0.7796086495620739 
DQS7 | -0.2975805914269393 | 0.779608649562074 
D7DQ | -0.2975805914269394 | 0.7796086495620739 
DQH7 | -0.2975805914269394 | 0.7796086495620739 
H7HQ | -0.2975805914269394 | 0.7796086495620739 
S7SQ | -0.2975805914269394 | 0.779608649562074 
D7HQ | -0.2975805914269395 | 0.779608649562074 
H7SQ | -0.2975805914269395 | 0.779608649562074 
D7SQ | -0.29758059142693954 | 0.779608649562074 
D9DQ | -0.2986011464786389 | 0.7853958355881355 
D9SQ | -0.29860114647863895 | 0.7853958355881354 
H9HQ | -0.29860114647863895 | 0.7853958355881355 
D9HQ | -0.298601146478639 | 0.7853958355881355 
DQH9 | -0.298601146478639 | 0.7853958355881356 
DQS9 | -0.298601146478639 | 0.7853958355881356 
H9SQ | -0.298601146478639 | 0.7853958355881356 
HQS9 | -0.298601146478639 | 0.7853958355881354 
S9SQ | -0.29860114647863906 | 0.7853958355881354 
C3HA | -0.3046847873142987 | 1.2843338695324586 
C3SA | -0.3046847873142987 | 1.2843338695324586 
C3DA | -0.30468478731429877 | 1.2843338695324586 
CAD3 | -0.3098550467681214 | 1.271103060305767 
CAH3 | -0.3098550467681215 | 1.271103060305767 
C8DQ | -0.3169032686137706 | 0.7865291988616878 
C8HQ | -0.3169032686137706 | 0.7865291988616877 
C8SQ | -0.3169032686137706 | 0.7865291988616876 
DQS8 | -0.3329134386337188 | 0.7818994191970062 
HQS8 | -0.3329134386337188 | 0.7818994191970061 
D8DQ | -0.33291343863371886 | 0.7818994191970062 
DQH8 | -0.33291343863371886 | 0.7818994191970062 
S8SQ | -0.3329134386337189 | 0.7818994191970063 
D8SQ | -0.33291343863371897 | 0.7818994191970063 
D8HQ | -0.332913438633719 | 0.7818994191970062 
H8HQ | -0.332913438633719 | 0.7818994191970062 
H8SQ | -0.332913438633719 | 0.7818994191970062 
C3D7 | -0.3440525842845783 | 0.816463403720855 
C3H7 | -0.3440525842845783 | 0.8164634037208548 
C3S7 | -0.3440525842845785 | 0.816463403720855 
C3D6 | -0.3478019170192388 | 0.7961668204341796 
C3H6 | -0.34780191701923885 | 0.7961668204341797 
C3S6 | -0.34780191701923885 | 0.7961668204341797 
C3S4 | -0.34780213888466804 | 0.796328625309367 
C3D4 | -0.34780213888466815 | 0.796328625309367 
C3H4 | -0.34780213888466815 | 0.796328625309367 
C3S5 | -0.3478022916951535 | 0.7962492677926204 
C3D5 | -0.34780229169515353 | 0.7962492677926204 
C3H5 | -0.34780229169515364 | 0.7962492677926204 
D3HA | -0.3493558209462867 | 1.2771904336541042 
D3DA | -0.34935582094628675 | 1.277190433654104 
DAH3 | -0.34935582094628675 | 1.277190433654104 
H3HA | -0.3493558209462868 | 1.2771904336541045 
D3SA | -0.34935582094628687 | 1.277190433654104 
H3SA | -0.3493558209462869 | 1.2771904336541042 
C3D8 | -0.3529146992508645 | 0.8783072331420881 
C3H8 | -0.3529146992508645 | 0.8783072331420881 
C3S8 | -0.35291469925086466 | 0.8783072331420884 
D3H7 | -0.3598304674856639 | 0.8120607338809828 
D3D7 | -0.35983046748566394 | 0.8120607338809829 
D7H3 | -0.359830467485664 | 0.8120607338809829 
H3H7 | -0.359830467485664 | 0.8120607338809829 
D3S7 | -0.35983046748566405 | 0.8120607338809828 
H3S7 | -0.35983046748566405 | 0.8120607338809829 
D3S6 | -0.3636587167056756 | 0.7918498510358604 
D3D6 | -0.3636587167056757 | 0.7918498510358604 
D3H6 | -0.3636587167056757 | 0.7918498510358605 
H3H6 | -0.3636587167056757 | 0.7918498510358605 
D6H3 | -0.36365871670567573 | 0.7918498510358604 
H3S6 | -0.36365871670567573 | 0.7918498510358605 
D3H4 | -0.3636589606310442 | 0.7920115636377183 
D3S4 | -0.3636589606310442 | 0.7920115636377185 
H3S4 | -0.3636589606310443 | 0.7920115636377184 
D3D4 | -0.3636589606310444 | 0.7920115636377185 
D4H3 | -0.36365896063104447 | 0.7920115636377187 
H3H4 | -0.36365896063104447 | 0.7920115636377185 
D3S5 | -0.3636591193010522 | 0.7919322841513534 
D3D5 | -0.3636591193010523 | 0.7919322841513534 
D3H5 | -0.3636591193010523 | 0.7919322841513537 
H3S5 | -0.3636591193010523 | 0.7919322841513534 
H3H5 | -0.3636591193010524 | 0.7919322841513536 
D5H3 | -0.36365911930105244 | 0.7919322841513534 
C3H2 | -0.3649626969803647 | 0.7955752699103712 
C3S2 | -0.36496269698036476 | 0.7955752699103709 
C3D2 | -0.3649626969803648 | 0.7955752699103712 
D3H8 | -0.3688571211062537 | 0.8738050883786685 
D3D8 | -0.36885712110625374 | 0.8738050883786687 
H3H8 | -0.36885712110625374 | 0.8738050883786685 
H3S8 | -0.36885712110625374 | 0.8738050883786685 
D3S8 | -0.3688571211062538 | 0.8738050883786685 
D8H3 | -0.3688571211062538 | 0.8738050883786685 
HQST | -0.372300826899484 | 0.7819860251990308 
DTDQ | -0.37230082689948407 | 0.7819860251990308 
DQST | -0.37230082689948407 | 0.7819860251990307 
HTHQ | -0.37230082689948407 | 0.7819860251990308 
DTHQ | -0.3723008268994841 | 0.7819860251990308 
DQHT | -0.3723008268994841 | 0.7819860251990309 
STSQ | -0.3723008268994841 | 0.7819860251990307 
DTSQ | -0.3723008268994842 | 0.7819860251990308 
HTSQ | -0.3723008268994842 | 0.7819860251990308 
D3H2 | -0.38093115006752426 | 0.7911847253002944 
D2D3 | -0.3809311500675243 | 0.7911847253002942 
D3S2 | -0.3809311500675243 | 0.7911847253002942 
D2H3 | -0.38093115006752437 | 0.7911847253002942 
H3S2 | -0.38093115006752437 | 0.7911847253002942 
H2H3 | -0.3809311500675244 | 0.7911847253002944 
D3S9 | -0.3922368425550402 | 0.8044416357688843 
D3H9 | -0.39223684255504027 | 0.8044416357688842 
H3H9 | -0.39223684255504027 | 0.8044416357688842 
H3S9 | -0.3922368425550403 | 0.8044416357688842 
D3D9 | -0.3922368425550404 | 0.804441635768884 
D9H3 | -0.39223684255504043 | 0.804441635768884 
CJHJ | -0.39253272885393986 | 0.6305109407619077 
CJDJ | -0.39253272885393997 | 0.6305109407619077 
CJSJ | -0.3925327288539404 | 0.630510940761908 
DQH3 | -0.42598062701668915 | 0.6957345790585194 
D3DQ | -0.4259806270166892 | 0.6957345790585194 
H3HQ | -0.4259806270166892 | 0.6957345790585195 
D3HQ | -0.42598062701668926 | 0.6957345790585195 
D3SQ | -0.42598062701668926 | 0.6957345790585195 
H3SQ | -0.4259806270166893 | 0.6957345790585195 
HTHA | -0.44191247664423394 | 0.5883388863734584 
DTHA | -0.441912476644234 | 0.5883388863734584 
DAHT | -0.441912476644234 | 0.5883388863734584 
DTDA | -0.44191247664423405 | 0.5883388863734584 
DTSA | -0.44191247664423405 | 0.5883388863734585 
DAST | -0.44191247664423405 | 0.5883388863734584 
HTSA | -0.44191247664423405 | 0.5883388863734584 
HAST | -0.44191247664423405 | 0.5883388863734585 
STSA | -0.44191247664423405 | 0.5883388863734585 
C3HQ | -0.44617251536101765 | 0.7224198344060824 
C3DQ | -0.4461725153610177 | 0.7224198344060824 
C3SQ | -0.4461725153610179 | 0.7224198344060826 
DJSJ | -0.4498378578986737 | 0.6374209973495568 
DJHJ | -0.44983785789867375 | 0.6374209973495568 
HJSJ | -0.44983785789867387 | 0.6374209973495569 
C7D3 | -0.4621864858015884 | 1.1555880766851039 
C7H3 | -0.4621864858015885 | 1.155588076685104 
C6H3 | -0.46245510124601996 | 1.125963924861999 
C6D3 | -0.46245510124602185 | 1.1259639248619988 
C4D3 | -0.462455688367829 | 1.1261713794240653 
C4H3 | -0.46245568836782913 | 1.1261713794240653 
C5D3 | -0.4624557739874341 | 1.12607103172586 
C5H3 | -0.4624557739874342 | 1.1260710317258602 
C8D3 | -0.467138241258271 | 1.205480217916074 
C8H3 | -0.46713824125827114 | 1.205480217916074 
CJD3 | -0.4673037622713584 | 1.1578569268286598 
CJH3 | -0.4673037622713585 | 1.1578569268286598 
C2D3 | -0.47990391441440394 | 1.1183521473537308 
C2H3 | -0.47990391441440405 | 1.1183521473537308 
C3HJ | -0.48163294495900283 | 1.1482169363862407 
C3DJ | -0.481632944959003 | 1.1482169363862407 
C3SJ | -0.481632944959003 | 1.1482169363862404 
C9D3 | -0.48587354512554426 | 1.1458665744363177 
C9H3 | -0.4858735451255444 | 1.1458665744363177 
CAHT | -0.4883384377454573 | 0.621423882794857 
CADT | -0.4883384377454574 | 0.6214238827948573 
CAST | -0.4883384377454574 | 0.621423882794857 
D3HJ | -0.5037042597663018 | 1.1523381292668462 
H3HJ | -0.5037042597663018 | 1.1523381292668462 
D3DJ | -0.5037042597663022 | 1.1523381292668462 
D3SJ | -0.5037042597663022 | 1.1523381292668464 
H3SJ | -0.5037042597663022 | 1.1523381292668464 
DJH3 | -0.5037042597663023 | 1.1523381292668464 
C3S9 | -0.5059745436534827 | 1.1275520854340733 
C3D9 | -0.5059745436534828 | 1.1275520854340733 
C3H9 | -0.5059745436534828 | 1.1275520854340733 
DTS2 | -0.5699801303631464 | 0.21908154911721628 
HTS2 | -0.5699801303631464 | 0.21908154911721617 
D2ST | -0.5699801303631465 | 0.21908154911721628 
DTH2 | -0.5699801303631465 | 0.21908154911721617 
H2ST | -0.5699801303631465 | 0.21908154911721622 
S2ST | -0.5699801303631465 | 0.21908154911721628 
D2DT | -0.5699801303631467 | 0.21908154911721622 
D2HT | -0.5699801303631467 | 0.21908154911721622 
H2HT | -0.5699801303631467 | 0.21908154911721628 
D4DT | -0.5810996117081423 | 0.22453893786718304 
H4ST | -0.5810996117081427 | 0.22453893786718304 
D4ST | -0.5810996117081428 | 0.2245389378671831 
DTS4 | -0.5810996117081428 | 0.2245389378671832 
HTS4 | -0.5810996117081428 | 0.2245389378671831 
D4HT | -0.581099611708143 | 0.22453893786718304 
DTH4 | -0.581099611708143 | 0.22453893786718315 
H4HT | -0.5810996117081431 | 0.2245389378671831 
S4ST | -0.5810996117081431 | 0.22453893786718315 
DTS5 | -0.5811639642454389 | 0.22456867650694792 
HTS5 | -0.5811639642454389 | 0.22456867650694795 
S5ST | -0.5811639642454389 | 0.22456867650694795 
DTH5 | -0.581163964245439 | 0.22456867650694795 
H5ST | -0.581163964245439 | 0.224568676506948 
H5HT | -0.5811639642454391 | 0.224568676506948 
D5ST | -0.5811639642454393 | 0.22456867650694803 
D5HT | -0.5811639642454394 | 0.22456867650694798 
D5DT | -0.5811639642454395 | 0.224568676506948 
DTS6 | -0.5812297976158813 | 0.22459895570220162 
HTS6 | -0.5812297976158813 | 0.2245989557022015 
D6ST | -0.5812297976158814 | 0.22459895570220156 
DTH6 | -0.5812297976158814 | 0.22459895570220156 
S6ST | -0.5812297976158814 | 0.22459895570220167 
D6DT | -0.5812297976158816 | 0.2245989557022016 
D6HT | -0.5812297976158816 | 0.22459895570220162 
H6HT | -0.5812297976158816 | 0.22459895570220156 
H6ST | -0.5812297976158816 | 0.22459895570220162 
DTS8 | -0.5893280177104899 | 0.22679992507615807 
D8DT | -0.5893280177104906 | 0.22679992507615757 
D8HT | -0.5893280177104906 | 0.2267999250761576 
H8HT | -0.5893280177104906 | 0.22679992507615762 
H8ST | -0.5893280177104906 | 0.2267999250761578 
D8ST | -0.5893280177104907 | 0.22679992507615765 
DTH8 | -0.5893280177104907 | 0.22679992507615765 
S8ST | -0.5893280177104907 | 0.22679992507615784 
HTS8 | -0.5893280177104909 | 0.2267999250761578 
D7ST | -0.6013926230066405 | 0.23420924142416974 
DTH7 | -0.6013926230066405 | 0.23420924142416977 
H7ST | -0.6013926230066405 | 0.23420924142416977 
D7DT | -0.6013926230066406 | 0.23420924142416977 
DTS7 | -0.6013926230066406 | 0.2342092414241697 
HTS7 | -0.6013926230066406 | 0.2342092414241697 
S7ST | -0.6013926230066406 | 0.23420924142416977 
D7HT | -0.6013926230066408 | 0.23420924142416977 
H7HT | -0.6013926230066408 | 0.23420924142416977 
DTS9 | -0.6277040656046746 | 0.23036321570730092 
H9ST | -0.6277040656046751 | 0.23036321570730045 
D9HT | -0.6277040656046752 | 0.23036321570730045 
D9DT | -0.6277040656046753 | 0.2303632157073005 
D9ST | -0.6277040656046753 | 0.23036321570730056 
DTH9 | -0.6277040656046753 | 0.2303632157073005 
H9HT | -0.6277040656046753 | 0.2303632157073005 
S9ST | -0.6277040656046754 | 0.23036321570730056 
HTS9 | -0.6277040656046756 | 0.23036321570730056 
C2H2 | -0.6611630527147496 | 0.5916295879203661 
C2S2 | -0.6611630527147496 | 0.5916295879203664 
C2D2 | -0.6611630527147497 | 0.5916295879203659 
D7D8 | -0.6832480310947896 | 0.27826594057617116 
D7H8 | -0.6832480310947896 | 0.27826594057617104 
D8H7 | -0.6832480310947897 | 0.2782659405761711 
H7H8 | -0.6832480310947898 | 0.27826594057617016 
D7S8 | -0.6832480310947899 | 0.2782659405761731 
D8S7 | -0.6832480310947899 | 0.27826594057617215 
H7S8 | -0.6832480310947899 | 0.27826594057617315 
H8S7 | -0.6832480310947899 | 0.2782659405761731 
S7S8 | -0.6832480310947899 | 0.2782659405761731 
D6D8 | -0.6850063898793433 | 0.2718964731924577 
D6H8 | -0.6850063898793433 | 0.2718964731924576 
D8H6 | -0.6850063898793433 | 0.2718964731924577 
D8S6 | -0.6850063898793433 | 0.2718964731924584 
H6H8 | -0.6850063898793433 | 0.2718964731924567 
H6S8 | -0.6850063898793433 | 0.27189647319245835 
H8S6 | -0.6850063898793433 | 0.27189647319245835 
D6S8 | -0.6850063898793435 | 0.27189647319245847 
S6S8 | -0.6850063898793435 | 0.27189647319245935 
D5H8 | -0.6850166657091763 | 0.27200519214969776 
D8H5 | -0.6850166657091763 | 0.27200519214969776 
H5H8 | -0.6850166657091763 | 0.27200519214969676 
D5D8 | -0.6850166657091764 | 0.2720051921496977 
D8S5 | -0.6850166657091764 | 0.27200519214969865 
D5S8 | -0.6850166657091765 | 0.27200519214969965 
H5S8 | -0.6850166657091765 | 0.27200519214969965 
H8S5 | -0.6850166657091765 | 0.2720051921496987 
S5S8 | -0.6850166657091765 | 0.27200519214969965 
D4H8 | -0.685021473599631 | 0.27205220750674 
D8H4 | -0.685021473599631 | 0.2720522075067402 
H4H8 | -0.685021473599631 | 0.2720522075067401 
D4S8 | -0.6850214735996311 | 0.2720522075067421 
D8S4 | -0.6850214735996311 | 0.2720522075067422 
H4S8 | -0.6850214735996311 | 0.2720522075067421 
H8S4 | -0.6850214735996311 | 0.2720522075067421 
S4S8 | -0.6850214735996312 | 0.27205220750674297 
D4D8 | -0.6850214735996314 | 0.2720522075067552 
D8S2 | -0.6858797736822568 | 0.2714118651744639 
H8S2 | -0.6858797736822568 | 0.2714118651744639 
H2S8 | -0.6858797736822569 | 0.27141186517446575 
D2D8 | -0.685879773682257 | 0.27141186517446503 
D2H8 | -0.685879773682257 | 0.27141186517446414 
D2S8 | -0.685879773682257 | 0.2714118651744671 
D8H2 | -0.685879773682257 | 0.27141186517446414 
H2H8 | -0.685879773682257 | 0.27141186517446414 
S2S8 | -0.685879773682257 | 0.2714118651744659 
D2S2 | -0.687042126308563 | 0.5877096175178592 
H2S2 | -0.687042126308563 | 0.5877096175178593 
D2H2 | -0.6870421263085633 | 0.5877096175178592 
C6H8 | -0.6959853054804597 | 0.4209191755137917 
C6D8 | -0.6959853054804598 | 0.42091917551379276 
C6S8 | -0.6959853054804601 | 0.4209191755137952 
C5D8 | -0.696013136464607 | 0.42119257835431184 
C5H8 | -0.696013136464607 | 0.4211925783543108 
C5S8 | -0.6960131364646074 | 0.4211925783543131 
C4D8 | -0.6960235121144287 | 0.4212901523530406 
C4H8 | -0.6960235121144287 | 0.4212901523530396 
C4S8 | -0.6960235121144289 | 0.42129015235304285 
C2D8 | -0.6963364984150233 | 0.42052666825945084 
C2H8 | -0.6963364984150234 | 0.42052666825944984 
C2S8 | -0.6963364984150237 | 0.4205266682594521 
C7H8 | -0.6974864107605782 | 0.4303721869574392 
C7D8 | -0.6974864107605783 | 0.4303721869574403 
C7S8 | -0.6974864107605785 | 0.4303721869574415 
C8D7 | -0.6991745395839684 | 0.43973095116364475 
C8H7 | -0.6991745395839684 | 0.43973095116364347 
C8S7 | -0.6991745395839687 | 0.43973095116364713 
C8D6 | -0.7005224502076475 | 0.43217732736608083 
C8H6 | -0.7005224502076475 | 0.4321773273660809 
C8S6 | -0.7005224502076477 | 0.4321773273660832 
C8D5 | -0.7005363057814975 | 0.43231919199458113 
C8H5 | -0.7005363057814975 | 0.4323191919945799 
C8S5 | -0.7005363057814975 | 0.432319191994581 
C8D4 | -0.7005427569644654 | 0.43238187973739073 
C8S4 | -0.7005427569644654 | 0.43238187973739073 
C8H4 | -0.7005427569644656 | 0.43238187973738956 
C8D2 | -0.7008531596837806 | 0.43158022351670733 
C8H2 | -0.7008531596837806 | 0.43158022351670733 
C8S2 | -0.7008531596837807 | 0.43158022351670733 
C8ST | -0.7021537561308389 | 0.2987122270719428 
C8DT | -0.7021537561308397 | 0.29871222707194234 
C8HT | -0.70215375613084 | 0.29871222707194245 
C9DT | -0.7585125570659753 | 0.31218500444693575 
C9HT | -0.7585125570659753 | 0.31218500444693575 
C9ST | -0.7585125570659753 | 0.31218500444693575 
DJST | -0.7792761507373407 | 0.5020443139154057 
HTSJ | -0.7792761507373408 | 0.5020443139154057 
HJST | -0.7792761507373408 | 0.5020443139154058 
DTHJ | -0.7792761507373409 | 0.5020443139154058 
DTSJ | -0.7792761507373409 | 0.5020443139154058 
HTHJ | -0.7792761507373409 | 0.5020443139154058 
DTDJ | -0.779276150737341 | 0.5020443139154057 
DJHT | -0.7792761507373411 | 0.5020443139154057 
STSJ | -0.7792761507373411 | 0.5020443139154058 
C2DT | -0.7856268443978122 | 0.33624634454638225 
C2HT | -0.7856268443978123 | 0.33624634454638225 
C2ST | -0.7856268443978123 | 0.33624634454638236 
C6DT | -0.7869553856219526 | 0.3373223371887262 
C6HT | -0.7869553856219526 | 0.3373223371887262 
C6ST | -0.7869553856219526 | 0.3373223371887262 
C4ST | -0.7874412338813342 | 0.33753825329633985 
C4DT | -0.7874412338813346 | 0.3375382532963399 
C4HT | -0.7874412338813346 | 0.3375382532963399 
C5DT | -0.7874747110541681 | 0.33755326520390927 
C5HT | -0.7874747110541681 | 0.3375532652039093 
C5ST | -0.7874747110541682 | 0.3375532652039095 
C7ST | -0.8179067657306116 | 0.3512867333658279 
C7HT | -0.8179067657306117 | 0.35128673336582783 
C7DT | -0.8179067657306118 | 0.3512867333658279 
C7HA | -0.8282425194352343 | 0.603341356353879 
C7SA | -0.8282425194352343 | 0.6033413563538792 
C7DA | -0.8282425194352346 | 0.603341356353879 
C4HA | -0.828334900786665 | 0.5843411128824896 
C4SA | -0.828334900786665 | 0.5843411128824896 
C4DA | -0.8283349007866654 | 0.5843411128824895 
C5HA | -0.8283352424299901 | 0.5842805795520742 
C5SA | -0.8283352424299903 | 0.5842805795520745 
C5DA | -0.8283352424299906 | 0.5842805795520744 
C6HA | -0.8283372941777634 | 0.5842200773497611 
C6SA | -0.8283372941777634 | 0.5842200773497609 
C6DA | -0.8283372941777638 | 0.5842200773497609 
C2SA | -0.8293762664637421 | 0.5836047891576936 
C2HA | -0.8293762664637423 | 0.583604789157694 
C2DA | -0.8293762664637425 | 0.5836047891576939 
CAH7 | -0.8556092150387828 | 0.6401245749372539 
CAD7 | -0.855609215038783 | 0.6401245749372539 
CAS7 | -0.855609215038783 | 0.6401245749372539 
CAD2 | -0.8574124389387177 | 0.6181373483556705 
CAS2 | -0.8574124389387177 | 0.6181373483556707 
CAH2 | -0.8574124389387178 | 0.6181373483556705 
CAS4 | -0.8582931951876484 | 0.6215240338138797 
CAD4 | -0.8582931951876485 | 0.6215240338138796 
CAH4 | -0.8582931951876487 | 0.6215240338138796 
CAD5 | -0.8582933211924346 | 0.6214653910603495 
CAH5 | -0.8582933211924346 | 0.6214653910603497 
CAS5 | -0.8582933211924346 | 0.6214653910603497 
CAD6 | -0.8582934898016537 | 0.6214053066209873 
CAH6 | -0.8582934898016537 | 0.6214053066209874 
CAS6 | -0.8582934898016537 | 0.6214053066209874 
C9HA | -0.8665758884201853 | 0.6473892309985385 
C9SA | -0.8665758884201853 | 0.6473892309985385 
C9DA | -0.8665758884201857 | 0.6473892309985385 
D7SA | -0.8718242826473142 | 0.6452971054204681 
H7SA | -0.8718242826473144 | 0.6452971054204684 
H7HA | -0.8718242826473145 | 0.6452971054204684 
HAS7 | -0.8718242826473145 | 0.6452971054204683 
S7SA | -0.8718242826473145 | 0.6452971054204683 
D7HA | -0.8718242826473146 | 0.6452971054204685 
DAH7 | -0.8718242826473146 | 0.6452971054204681 
D7DA | -0.8718242826473147 | 0.6452971054204683 
DAS7 | -0.871824282647315 | 0.6452971054204684 
D2HA | -0.8736775660865129 | 0.6232549564970318 
D2DA | -0.873677566086513 | 0.6232549564970316 
D2SA | -0.873677566086513 | 0.6232549564970319 
DAS2 | -0.873677566086513 | 0.623254956497032 
H2SA | -0.873677566086513 | 0.623254956497032 
S2SA | -0.873677566086513 | 0.623254956497032 
DAH2 | -0.8736775660865131 | 0.6232549564970318 
H2HA | -0.8736775660865131 | 0.623254956497032 
HAS2 | -0.8736775660865131 | 0.623254956497032 
D4HA | -0.8744958590532551 | 0.6265609776603533 
D4SA | -0.8744958590532551 | 0.6265609776603533 
S4SA | -0.8744958590532551 | 0.6265609776603533 
H4HA | -0.8744958590532552 | 0.6265609776603533 
H4SA | -0.8744958590532552 | 0.6265609776603533 
HAS4 | -0.8744958590532552 | 0.6265609776603533 
D4DA | -0.8744958590532554 | 0.6265609776603533 
DAH4 | -0.8744958590532554 | 0.6265609776603533 
DAS4 | -0.8744958590532557 | 0.6265609776603533 
S5SA | -0.8744959849049995 | 0.6265015916655117 
D5HA | -0.8744959849049996 | 0.6265015916655117 
D5SA | -0.8744959849049996 | 0.6265015916655117 
H5HA | -0.8744959849049996 | 0.6265015916655117 
H5SA | -0.8744959849049996 | 0.6265015916655117 
HAS5 | -0.8744959849049996 | 0.6265015916655117 
D5DA | -0.8744959849049998 | 0.6265015916655117 
DAS5 | -0.8744959849049999 | 0.6265015916655118 
DAH5 | -0.874495984905 | 0.6265015916655119 
D6HA | -0.874496152673542 | 0.6264407438204593 
H6HA | -0.874496152673542 | 0.6264407438204593 
D6SA | -0.8744961526735422 | 0.6264407438204596 
H6SA | -0.8744961526735422 | 0.6264407438204596 
HAS6 | -0.8744961526735422 | 0.6264407438204594 
D6DA | -0.8744961526735423 | 0.6264407438204593 
DAH6 | -0.8744961526735424 | 0.6264407438204594 
S6SA | -0.8744961526735424 | 0.6264407438204596 
DAS6 | -0.8744961526735425 | 0.6264407438204593 
CAD9 | -0.8763713495570955 | 0.6347710367342889 
CAH9 | -0.8763713495570989 | 0.6347710367342887 
CAS9 | -0.876371349557099 | 0.6347710367342887 
